"artist_name","track_name","release_date","genre","lyrics"
"Reel Big Fish","Everyone Else Is an Asshole","2000","Ska","Woahh Wa-ohhh Wa-ohhh-ohh-ohh Woahh Wa-ohhh Wa-ohhh-ohh-ohh I tried to be nice I tried to live my life But everyone else is an asshole I tried to forgive I tried to live and let live But everyone else is an asshole And everybody else thinks of no one but themselves And no one wants to help cause they're all assholes And every friendly chat is a knife in the back A sneaky attack waiting to happen I tried not to mind I tried to be so kind But everyone else is an asshole I tried to let love rule But I feel like such a fool Cause everyone else is an asshole And they're out there even now Trying to mess me up somehow But they won't stop me now Cause they're all assholes And they're planning while I sleep And even as we speak To strike when I am weak Cause they're all assholes Everyone else Everyone else Everyone else is an asshole Everyone else Everyone else Everyone else is an asshole It's time to defend I know I have no friends Everyone else is an asshole I've got to get them first Cause worst has come to worst Everyone else is an asshole But they put the blame on me Pretending not to see That I just want to be free From these assholes But I couldn't take their shit So I tried to deal with it And now I look a bit Like an asshole! I tried to be nice I tried to live my life But everyone else is an asshole I tried to overlook And I tried to close the book But everyone else is an asshole I tried not to talk shit But I just couldn't help it Everyone else is an asshole They called it assault But it really wasn't my fault Everyone else is an asshole Everyone else Everyone else Everyone else is an asshole Everyone else Everyone else Everyone else is an asshole You're an asshole too! You're an asshole too! I'm talking bout you I'm talking bout you I'm talking bout you and you and you You're an asshole too I'm talking bout you and you and you You're an asshole too I'm talking bout you and you and you You're an asshole too"
"Reel Big Fish","I Know You Too Well to Like You Anymore","2000","Ska","I know you too well to like you anymore I know you too well to like you anymore There's a nightmare where my dream girl was My prince charming is a bore And I know you too well and I don't like you anymore When we first started even if you farted I'd laugh and ask for more And in the beginning we always were grinning We didn't even know what we were smiling for We'd hold hands and then breakdance or rap like Dr. Dre And side by side we'd drink all night Disgusting all our friends with our PDA You felt so good deep in my heart and that's for sure But now I feel sick when I'm around you It hurts my head to think of how… I know you too well to like you anymore I know you too well to like you anymore I'm stuck with someone I can't stand I can't stand you even more And I know you too well and I don't like you anymore I hate the way you always say you could find somebody else And you've got me on such a tight leash that I'm starting to strangle myself You criticize I know that I'll never be what you want me to be When you used to be such a sight for sore eyes But now looking at you is like a knife in me Your heart is filled with daggers Your kiss is like razorblades You'd rather stroke that champagne bottle I'll toss you a hand grenade! I know you too well to like you anymore I know you too well to like you anymore You're mean and you're unfriendly Well you're an attention whore And I know you too well and I don't like you But I love you Please stay No one makes me more miserable so please don't go away Cause I need you always I'll never be able to forget you I wish that I had never met you!  How did this all get so ugly you became so strange You're always coiled back ready to attack Your lips curled over your vampire fangs They say be careful what you wish for it just might come your way Well I dreamed about you baby but now I'm dreaming of my escape I knew you were a bad idea but I had to have you anyway Now of all my worst mistakes this one is here to stay! (""You're a son of a bitch you know that?"") I know you too well to like you anymore I know you too well to like you anymore There's a nightmare where my dream girl was My prince charming is a bore And I know you too well and I don't like you I know you too well to like you anymore I know you too well to like you anymore I'm stuck with someone I can't stand I can't stand you even more And I know you too well and I don't like you… You're a slut! You're a dick! You're a whore! You're a prick! You make me fucking sick You've got no tits! Well you're a needle dick! I'm so sick of your shit Well you're a hag! And you're a drag! You drive me fucking mad! Well I wish you'd go to hell But I love you Oh well…"
"Reel Big Fish","Drunk Again","2002","Ska","""You gonna sing me a song?"" ""Ohhh oh ohh! Maybe you should sing a song.""  If I had a dollar bill for every time I've been wrong I'd be a self-made millionaire and you'd still be gone So hand me down my best dress shoes and my best dress shirt 'Cause I'm going out in style to cover the hurt  All I wanna do all day is spend it in bed But that's bad for the body and even worse for my head So I'll try and find a place where no one will ask me a thing It'll help me to forget and help me to sing  Cause now I'm drunk again The means to my end And I'm scared of myself Cause now it's all the same The faces and names And I'm scared of myself again  Have you ever wanted to wake up from your dreaming? It scared you so bad you couldn't control your heart or your breathing Well walk out the door with me on the floor you don't care how I'm feeling I guess a weak and tired and frightened man is no longer appealing  Cause now I'm drunk again The means to my end And I'm scared of myself Cause now it's all the same The faces and names And I'm scared of myself again  Some people have a gift of reaching right into your soul And finding the hole and making it bigger Baby sometimes I think I catch you cracking cynical smiles And in a short while you'll be my heart's gravedigger Well there's not much I can do Cause I'm at the mercy of you So baby I guess we're through  Cause now I'm drunk again The means to my end And I'm scared of myself Cause now it's all the same The faces and names And I'm scared of myself Cause now it's all the same The faces and names And I'm scared of myself So go walk out the door You don't believe me no more And I'm scared of myself again Again  If I had a dollar bill for every time I've been wrong I'd be a self-made millionaire and I wouldn't be singing"
"Reel Big Fish","She’s Famous Now","1998","Ska","I've got the measles and she's got the mumps I'm sick of waiting by the door in case she comes home You won't believe it but don't you want to know? I let her go but I can't let her go I don't wanna hear it  I'm singin' too high tonight I'm gonna lose my voice I heard her on the radio Don't want to sing along but I've got no choice  She used to be my girl But now she's famous (She's famous now) She used to be my girl But now she's famous (She's famous now) She was just so sweet And now they're fallin' at her feet She used to be my girl but now she's  I eat the muscle and she eats the leaves High cholesterol and heart disease yeah You'll never touch the way that I feel Just for the record she got the deal I don't wanna hear it  I'm saying goodbye tonight I just can't stand the noise She's signin' autographs Don't wanna say I know her but I've go no choice  She used to be my girl But now she's famous (She's famous now) She used to be my girl But now she's famous (She's famous now) She was just so sweet And now they're fallin' at her feet She used to be my girl but now she's  Woah let's go! Woo! Well she's like me just not as ugly  She used to be my girl But now she's famous (She's famous now) She used to be my girl But now she's She was just so sweet She was just so sweet She was just so sweet And now they're fallin' at her feet She used to be my girl but now she's  Famous now"
"Reel Big Fish","S.R.","1996","Ska","Brrrrrr stick 'em Hahaha stick 'em Brrrrrr stick 'em Hahaha stick 'em What ever happened to Suburban Rhythm? Why did Ed and Scott quit? (What's up with the boots on your feet?) Please don't go Suburban Rhythm All the other bands are just shit Well the Reel Big Fish think that they've got it made Because they signed with the record company they gonna get paid I say they mess up all the lyrics and they got no style Say they're gonna get it right but it might take a while So don't touch that dial I've never been told if we're that good And I said I'd never never play with a ska band again I guess I never showed up So what ever happened to Suburban Rhythm? Why did Ed and Scott quit? (Yo Dre would you please drop some gangsta shit?) Please don't go Suburban Rhythm All the other bands are just shit (you said it)"
"Reel Big Fish","Take on Me","1998","Ska","One two one two three four! Pick it up! Ba-ba-da-ba-ba!  Talking away I don't know what's left to say I'll say it anyway Today is not my day to find you Shying away I'll be coming for your love OK?  Take on me Take me on I'll be gone In a day or two  So needless to say I'm odds and ends But I'll be stolen away Slowly learning that life is okay Say after me It's no better to be safe than sorry  Take on me Take me on I'll be gone In a day or two  Hah! Hah! Hey! (Yeah!)  Oh things that you say Yeah is it a life or just to play my worries away You're all the things I've got to remember Shying away I'll be coming for your love anyway  Take on me Take me on I'll be gone In a day (Take on me) Take me on I'll be gone In a day"
"Reel Big Fish","Everything Sucks","1996","Ska","There's a ska band on my street A little ska band Everybody thinks that they're so fuckin' neat There was nothin' on the radio Was gonna make my own band play my own shows But that don't work so I'm givin' up again  She said she loved me cause I played guitar That's okay I didn't love her at all and I say I'm givin' up because  I know everything sucks yeah I know everything sucks woah-oh-oh I know everything sucks And this is gonna be the last time you hear me complain  Well I went down to the show Everybody was there I didn't wanna go (here we go!) Cause everything they do is so fuckin' cool Every song is a hit and the girls like 'em too I can't do that so I'm givin' up again  I don't know why I learned to play guitar Nobody's gonna know who we are and I say I'm givin' up because  I know everything sucks yeah I know everything sucks woah-oh-oh I know everything sucks And this is gonna be the last time you hear me complain  And she said some day We'll get back together maybe And she said some day Things'll be much better baby But I don't believe her And I don't think I need her anymore Yeah yeah yeah!  Because I know everything sucks yeah I know everything sucks woah-oh-oh I know everything sucks And this is gonna be the last time you hear me complain"
"Reel Big Fish","Where Have You Been?","2002","Ska","You called me up last night in tears And said you missed me after All these years I've been waiting here so long I've gotten over it since You've been gone You called me late last night again And said you're finished with Your new boyfriend Asked if you could come back home So sorry that you left me All alone well... You say you love me Love me again But if you love me Where have you been? You say you need me More than anyone else Well go to hell Where have you been? You showed up at my door today And said ""My friend why do you Push me away?"" Your life with him was just so dull But what we had was something Wonderful well... You say you love me Love me again But if you love me Where have you been? You say you need me More than anyone else Well go to hell Where have you been? No way you wish I don't need this What makes you think I'd ever want you again? Yeah right as if I don't need this What makes you think I'd ever want you again? You called me late last night again And said you're finished with Your new boyfriend Asked if you could come back home So sorry that you left me All alone well... You say you love me Love me again But if you love me Where have you been? You say you need me More than anyone else Well go to hell Where have you been? You say you love me Love me again But if you love me Where have you been? And if you love me Where have you been? And if you love me Where have you been? And if you love me Where have you been?"
"Reel Big Fish","She’s Got A Girlfriend Now","2000","Ska","She has a girlfriend now She has a girlfriend now She has a girlfriend now She said ""Guys don't do no more for me"" ""You never loved me like I wanted you to"" (You never loved me no) I said ""I loved you baby what do you want me to do?"" (What do you want me to do?) She said she found someone who's gonna hold her hand She said she found someone who's gonna understand She don't need nobody to be her man She don't need nobody to be her man She has a girlfriend now She has a girlfriend now She has a girlfriend now She said ""Guys don't do no more for me"" She said she found someone who's gonna hold her hand She said she found someone who's gonna understand She don't need nobody to be her man She don't need nobody to be her man She has a girlfriend now She has a girlfriend now She has a girlfriend now She said ""Guys don't do no more for me"" Well I never thought it would end like this Just because I've got no tits I'll shave my legs I'll wear a bra I'd even cut my penis off for you (Oh that's so sweet) She has a girlfriend now (She has a girlfriend now) She has a girlfriend now (She has a girlfriend now) She has a girlfriend now (She has a girlfriend now) She has a girlfriend now woah yeah"
"Reel Big Fish","Trendy","1994","Ska","Everybody's doin' the fish Yeah yeah yeah Everybody's doin' the fish Yeah yeah yeah Everybody's doin' the fish Yeah yeah yeah Everybody's doin' the fish Yeah yeah yeah It's not so bad bein' trendy Everyone who looks like me is my friend Please don't hate me because I'm trendy They're not gonna laugh at me again One of us One of us One of us One of Everybody does it (Everybody does it) And I wonder why don't you? (Why don't you?) Everybody everybody does it (C'mon everybody) Maybe you should too (C'mon) 'Cause you don't want to be left out You wanna' be cool One of us One of us One of us One of It's not so bad bein' trendy Everyone who looks like me is my friend Please don't hate me because i'm trendy They're not gonna laugh at me - again One of us One of us One of us One of us Everybody's makin' fun of me 'Cause they say that I'm so trendy 'Cause I do what others do They make fun of me They'll make fun of you But I don't wanna be left out I wanna be cool"
"Reel Big Fish","She Has A Girlfriend Now","1996","Ska","""Hey shut up. I’m not into that! I don’t like boys. I told you that before!""  She has a girlfriend now She has a girlfriend now She has a girlfriend now she said Guys don't do no more for me  You never loved me Like I wanted you to (You never loved me nooooo) But I said I loved you baby What do you want me to do? (What do you want me to do?)  She said she found someone who's gonna hold her hand She said she found someone who's gonna understand She don't need nobody to be her man She don't need nobody to be her man  She has a girlfriend now She has a girlfriend now She has a girlfriend now she said Guys don't do no more for me   She said she found someone who's gonna hold her hand She said she found someone who's gonna understand She don't need nobody to be her man She don't need nobody to be her man  She has a girlfriend now She has a girlfriend now She has a girlfriend now she said Guys don't do no more for me   Well I never thought it would end like this Just because I've got no tits I'll shave my legs I'll wear a bra I'd even cut my penis off for you ""Oh that's so sweet!""  She has a girlfriend now (She has a girlfriend now) She has a girlfriend now (She has a girlfriend now) She has a girlfriend now (She has a girlfriend now) She has a girlfriend now (Ah-ho!) Whoa yeah!"
"Reel Big Fish","You Can’t Have All of Me","2018","Ska","Wake up in the morning have a hardy breakfast Think about the nightmares that I didn't finish New day same problems man it never ends Everybody wants a piece and they never settle What I'm giving out it always seems too little ""Give me more give me more"" is what they all say  You can't have all of me My boss my job my family You can't have all of me I need a little for myself  Paying all these bills man it's such a chore By the time I write the check I already owe more And there's always people taking up my time I already lost my patience now I'm gonna lose my mind  You can't have all of me My boss my job my family You can't have all of me I need a little for myself You can't have all of me My soul my time and my money You can't have all of me I need a little for myself  Now I'm spread too thin there's not much left of me I'm like a skeleton the vultures picked my bones clean And all these vampires have got me bleeding out Well they keep takin' more and I just have to go without And all these obligations well they just keep coming Won't be long 'til I'm all used up then I got nothing  You can't have all of me My boss my job my family You can't have all of me I need a little for myself You can't have all of me My soul my time and my money You can't have all of me I need a little for myself  You can't have all of me You can't have all of me"
"Catch 22","Keasbey Nights","1998","Ska","It was the summer of 95 (so what!) In the backyard shaving the old plies Feeling so strong (strong!) Something went wrong (wrong!) Straight into my finger what a stinger it was so long I still remember that day like the day That I said that I swear ""I'll never hurt myself again"" So it seems that I'm deemed to be wrong To be wrong to be wrong Gotta keep holding on They always played a slow song   When they come for me I'll be sitting at my desk With a gun in my hand wearing a bulletproof vest Singing my my my how the time does fly When you know you're going to die by the end of the night and said ""Hey""   I still remember when we were young and fragile then No one gave a shit about us because times were tougher then Feeling so good (good!) Cruisin’ the hood (hood!) Straight into the real world where rich kids never understood But I don't care I can fade away to anywhere Don't stop because you might get dropped And if you do who's going to pick you up Well I won’t Well I won't They always played a slow song   When they come for me I'll be sitting at my desk With a gun in my hand wearing a bulletproof vest Singing my my my how the time does fly When you know you're going to die by the end of the night said ""Hey""   When they come for me I'll be sitting at my desk With a gun in my hand wearing a bulletproof vest Singing my my my how the time does fly When you know you're going to die By the end of the night When they come for me I'll be sitting at my desk With a gun in my hand wearing a bulletproof vest My my my how the time does fly When you know you're going to die By the end of the night When they come for me I'll be sitting at my desk With a gun in my hand wearing a bulletproof vest My my my how the time does fly When you know you're going to die By the end of the night said ""Hey!"" Hey! Hey! Hey!"
"Catch 22","9mm And A Three Piece Suit","1998","Ska","Well I know I shouldn't care but I do and I don't And I always crack a smile when I see your punk rock clothes And you try try but you never fit in and You're never going to so pack it up pack it in so there Steve took three or four Heather took more Lit a cigarette and now they're walkin' out the door With a semi automatic and a ski mask on They look to one another and they say to themselves ""What fun"" Well I never wanna bother and I never wanna hover Over his or her affairs because that's not fair And it seems to me that you're running out of time And it seems to me like you're never gonna do what's right Jack dropped 21 Jill 22 The look in his eye said ""Brother whatcha gonna do With a nine millimeter and a three piece suit?"" They look to one another and say ""Hey motherfucker who's the fool?"" Steve took three or four Heather took more Lit a cigarette and now they're walkin' out the door With a semi automatic and a ski mask on They look to one another and they say to themselves ""What—"" Jack dropped 21 Jill 22 The look in his eye said ""Brother whatcha gonna do With a nine millimeter and a three piece suit?"" They look to one another and say ""Hey motherfucker who's the fool?"" That's horrible I can't hear the—"
"Catch 22","1234 1234","2000","Ska","(Oh whoa whoa whoa)  You you try You try to get by ""You're never going to pull it off You shouldn't even try You're a wet cigarette You're always second best"" But they're never going to give a shit about anybody but themselves So you fight for them to realize; There's more to life There's more to you There's more than meets the eye And when you're done The battle's been won You sit back You smile And this is what you hum you hum  Whoa whoa whoa Whoa whoa whoa One two three four one two three four  You you try You try to get by (Whoa) ""You're never going to pull it off You shouldn't even try (Whoa) You're a wet cigarette You're always second best"" (Whoa) But they're never going to give a shit about anybody but themselves (Whoa) You fight for them to realize (Whoa) There's more to life There's more to you There's more than meets the eye (Whoa) And when you're done Your battle's been won (Whoa) You can sit back You smile And this is what you hum you hum  Whoa whoa whoa Whoa whoa whoa One two three four one two three four  Years go by The time it does fly Every single second is a moment in time That passes oh so quick And it seems like nothing But when you're looking back well it amounts to everything I've got myself I've got my friends I've got my little family But that's not where it ends This one goes out to you It goes out to everyone It's in the name of honesty because life has just begun  Whoa whoa whoa Whoa whoa whoa One two three four one two three four  Look around little brother can you tell me what you see? You're a big boy now so take responsibility You never had it hard but now it's getting tough So you whine whine whine and you say you've had enough You say I'm full of shit That I'm a hypocrite I shouldn't talk when I can't take the advice that I give? Well maybe you're right But open your eyes: The main difference here is that I try try try...  Whoa whoa whoa Whoa whoa whoa One two three four one two three four Whoa whoa whoa Whoa whoa whoa One two three four one two three *wheeze*  All right we're ready getting five c'mon Catch 25 Hold on hold on hold on Gooo Catch 22! Wait Kevin didn't do it (C'mon Kevin!) Gooo Catch 22! (Put some moral) Ok let's go - ready? 1-2-3 Josh go! Catch 22! Oh uhm my name's Josh And like to thank my mom and my sister I love you guys (Yeah) And Red Bank Tom and Red Bank Steve And Joe Breznik Joe Breznik - my brother (word awarded 98 yo) And my Alex - you're amazing (yes uh-huh) And Nicko and Liu and the entire ? one class I love you guys And Alan 4! (alright) This is Chris I'd like to thanks my friends (it's queer) I thank ? James ? Venus (Amen) And my mom and ? (uh-huh) And all the friends I've mentioned you know know who you are (ha ha) Hello my name is Tomas And I would like to thank my family And Jason Coup for doing webpage thank you good night ( his ass) (yeah yes) Yes this is Kevin I'd like to thank my family I'd like to thank Kim I'd like to thank all my friends for coming to all the shows (Oh yeah! Oh that's right! I feel it!) (I like to thank them) (that's write I feel that) Yeeaah I'm Ryan r-r-r-rocking at you Thanks my mom dad ? (yeah) All my friends who support me (word) (We all coming down to New York to ) (Jamie why don't you hit some of that shit) Bout it everybody who digs us Yeah there you go Jamie would like to thank his beautiful wife Rhonda (thank you) (His son Connor) And his so- and his beautiful son Connor (yeah)  to  God (Now don't forget about ?) And I would like to thank the Lord - whoever he may be ? I'd like to thanks John Summers kick-ass drummer player I thank Oprah and Texas Eric for giving us his shirt And Catch 22 as a band would like to thank the following… organizations: (OCG) One Cool Guy Inspector 7 ? The Realities ('s car) Peter Borga Um… Oh - Having Tones Peter played trombone with us one time kicked-ass And uh f course everybody at Victory Escpecially Tony Tony and Shawn And especially a big warm ""We love you thank you!"" tooo... Caroline Grace inspiring recording studio for making it possible Yeah! Whooah! Oh yeah remember me! (amen babies) Good night boys and girls! So long! Hope you enjoyed the show! Elvis has left the building! (ha-ha) This is et cetera and I'd like to thank uh... (ha ha ha ha) I don't get it... This isn't going on the CD is it? I like to thank Jim Carrey uh ? Yo my ambassador of Quan (Why the fuck you ruin everything?) It's my job Good night Good night! (Wee!) Ha what did you say? (huh?) What did you say when he came in? (Happy valentines day) Who'd you'd thank? Ambassador Quan? Who the fuck is that? Ambassador Quan I… *door closing*"
"Catch 22","On & On & On","1998","Ska","One Two Three Four  Well I still remember that night It was the Fourth of July It's still engraved in my mind And I'm not surprised Gang wars no guns hand to hand  Black and  white and  purple But I still don't understand I'm going to be alright I'm going to be okay Everything is going to be fi-i-i-i-ine Back off I want to be alone I want to think it out And I'm thinking that I want to go home  Look who's laughing now (Look who's laughing now) I'll pull it off somehow and he said As I passed her by I could see her cry And I'll never forget the look that was in her eye And the music you know it played on and on and on So won't somebody tap her on the shoulder Tell her life goes on?  Three years two months one week four days I'm always counting down 'Cause there ain't no easier way So trust me you know that I tried And if I said it's easy then you know that I told a lie I'm going to be all right I'm going to be just fine One down five billion to go Am I next in line? Do I really wanna know?  Look who's laughing now (Look who's laughing now) I'll pull it off somehow and he said As I passed her by I could see her cry And I'll never forget the look that was in her eye And the music you know it played on and on and on So won't somebody tap her on the shoulder Tell her life goes on?   Still remember that night It was the Fourth of July Still engraved in my mind And I'm not surprised Gang wars no guns hand to hand  Black and  white and  purple But I still don't understand I'm going to be alright I'm going to be okay Everything is going to be fi-i-i-ine Back off 'cause I want to be alone I want to think it out I'm thinking that I want to go … Three years two months one week four days I'm always counting down There ain't no easier way So trust me you know that I tried And if I said it's easy then you know that I told a lie I'm going to be all right I'm going to be just fine One down five billion to go Am I next in line? Do I really wanna know?  Look who's laughing now Pull it off somehow and he said As I passed her by I could see her cry And I'll never forget the look that was in her eye And the music you know it played on and on and on So won't somebody tap her on the shoulder Tell her life goes on?"
"Catch 22","Dear Sergio","1998","Ska","Run run run all you do is fucking run But you'll never run away from yourself I know it's hard but you've been there before And now you're gonna be there again I don't care what the stars may say They always feed their bullshit to me It's kind of sad how you lost what you had And you're never gonna have it again And so I said  ""Hey Sergio it's getting kinda hot in here"" And I said ""Hey Sergio it's getting kinda hot in here"" And I said hey  Every other day you don't care what they say 'Cause they always leave you two steps behind You try to smile and it lasts for awhile But they always send you back to the start Eenie meenie miney mo they shoot down everyone you know And then they leave you there all alone You wish they'd stop but they never give up And you know deep inside that you're stuck And so I said  ""Hey Sergio it's getting kinda hot in here"" And I said ""Hey Sergio it's getting kinda hot in here"" And I said hey  ""Hey Sergio it's getting kinda hot in here"" And I said ""Hey Sergio it's getting kinda hot in here"" And I said hey"
"Catch 22","Giving Up Giving In","1998","Ska","I got no cash got no girl But I got the world in the palm of my hand And I don't care if you care or if you understand Because i'm a little kid and I've got little problems And I don't give a shit if you don't understand because: I got me. (x2) That's all I need. (x2) And I live comfortably (x2) and I sleep peacefully I got no cash got no girl But I got the world in the palm of my hand And I don't care if you care or if you understand Because i'm a little kid and I've got little problems And I don't give a shit if you don't understand because: I got me. (x2) That's all I need. (x2) And I live comfortably (x2) and I sleep peacefully I give up I don't want to hear I don't want to be near you or your friends And your dime a dozen miseries I don't care if you care about the way you wear Your hair or your shoes or your idiot attitude Don't stop because I want to hear your problems Don't you stop because I want to help you solve them Don't stop I give up! I got no cash!"
"Catch 22","As the Footsteps Die Out Forever","2000","Ska","She was diagnosed on a friday The kids were almost home The kids were on their way back home from school Lying face down in the gutter Of unaccomplished dreams And broken memories of things to come ""Sorry ma'am I really am I have to break the news I have to make the phone call To tell you that you're due you know where And I'll tell you when And I suggest that you start living the next three weeks The best that you can"" Every night for three long weeks She'd roam the hallways half asleep And as the footsteps fade away In my mind I can swear I can swear I heard her say: ""Don't wait for me I got a lot to do I got a lot to be And in the end maybe I'll see you there"" Lost her strength on a saturday Spent the day in bed ""Yeah I'm fine it's just the flu"" she said With a smile But when they turned their backs The tears would flow She knew she only had a while To live To breathe To be To see To bleed To stand on her own two weakened feet And so I prayed Every day ""Don't take my mother away"" Every night for three long weeks She'd roam the hallways half asleep And as the footsteps fade away In my mind I can swear I can swear I heard her say: ""Don't wait for me I got a lot to do I got a lot to be And in the end maybe I'll see you there"" Every night for three long weeks She'd roam the hallways half asleep And as the footsteps fade away In my mind I can swear I can swear I heard her say: ""Don't wait for me I got a lot to do I got a lot to be And in the end maybe I'll see you there"" Don't wait for me I got a lot to do I got a lot to be And in the end maybe I'll see you there"
"Catch 22","Day in Day Out","1998","Ska","Two three four!  I don't want to barge in on your secrecy (see) Dependency (see) it means nothing to me I don't want to hear about your problems And I don't want to listen to your apathy (see) You're not like me (see) You mean nothing to me All your cash doesn't make you any greener I don't need anyone I don't need anyone I don't need anyone to tell me what to feel I don't need anyone I don't need anyone I don't need anyone to hate the world with me (Day in day out) It's not that bad (I worry and I worry) But you'll never have to worry again (Day in day out) It's not that bad (I worry and I worry) But you'll never have to worry again (Won't have to worry again) Never be alone I don't want to barge in on your secrecy (see) Dependency (see) it means nothing to me I don't want to hear about your problems And I don't want to listen to your apathy (see) You're not like me (see) You mean nothing to me All your cash doesn't make you any greener I don't need anyone I don't need anyone I don't need anyone to tell me what to feel I don't need anyone I don't need anyone I don't need anyone to hate the world with me (Day in day out) It's not that bad (I worry and I worry) But you'll never have to worry again (Day in day out) It's not that bad (I worry and I worry) But you'll never have to worry again (Won't have to worry again) Never be alone  Alone in my room with a bucket full of phlegm I don't need a music scene to tell me who I am Should've got a warning Should've came a year ago Should I send her a birthday card? My conscience tells me no  I don't need anyone I don't anyone I don't need anyone to tell me what to feel I don't need anyone I don't anyone I don't need anyone to hate the world with me (Day in day out) It's not that bad (I worry and I worry) But you'll never have to worry again (Day in day out) It's not that bad (I worry and I worry) But you'll never have to worry again (Won't have to worry again) Never be never be Never be alone"
"Catch 22","Kristina She Don’t Know I Exist","1998","Ska","Not long ago in my high school days I watched a girl from so far away And every time she passed me by I turned my head away and quietly sighed And when she walked by her hair would dance A secret tango that only I could understand And if she asked for the time of day I'd look her in the eyes and quietly say  Oh Kristina Kristina Do you have any clue who I am? (Hell no) So listen up 'cause I'll tell you once And I'll explain myself the best that I can Whoa Kristina Kristina You don't know me so I'll have to persist I'm kind of shy so don't wonder why Kristina she don't know I exist  From class to class I followed her But I swore I'd leave her undisturbed And if she ever stopped and turned around I got so nervous and I stared at the ground And then one day in photography I found a contact print that I could not believe And there she was staring back at me And so I took her home so quietly  Kristina Kristina Do you have any clue who I am? (Hell no) So listen up 'cause I'll tell you once And I'll explain myself the best that I can Whoa Kristina Kristina You don't know me so I'll have to persist I'm kind of shy so don't wonder why Kristina she don't know I exist   1.17.98 It's been a day that I've come to hate As I walked into the video store And there she stood as my jaw fell to the floor Tapping her toe and waiting in line With a movie and another guy Why did I bother? Why did I care? About this girl named Kristina Behr?  Kristina Kristina You'll never get to know who I am (Your loss) This is goodbye so please don't cry And I'll let you down as softly as I can Kristina Kristina Another name to cross off my list In another life it could have been nice But Kristina she won't know what she missed"
"Catch 22","Prologue","2006","Ska","A hero was born of a movement from the not so distant past He and others like him felt the world was changing fast So they embarked on a journey with their very best intentions And thought that what began with them would never find an end  Ready set go it's easy you know It's easy to get wrapped up in the madness Ready or not it's all that they got And so it goes Suspend your disbelief in revolution Their solutions were a way for them To change the world they lived in The rich stay rich the poor got even poorer And the world engulfed in war only added to the horror  Unlike the more moderate movements that proceeded theirs They were absolutely unconcerned with splitting hairs But they fought for the rights and belief that They might even change the human race But global revolution never seemed to show its face  Ready set go it's easy you know It's easy to get wrapped up in the madness Ready or not it's all that they got And so it goes Suspend your disbelief in revolution Their solutions were a way for them To change the world they lived in The rich stay rich the poor got even poorer And the world engulfed in war only added to the horror"
"Catch 22","Walking Away","1998","Ska","Well hello how are you? Won't you pull up a chair? Won't you tell me your story because I Really do care about talking talking talking away Here's to me to you to us to everything I hope it never falls apart We're talking talking talking away Well you look so fine And you seem so kind And I've got to say that I'm having a Good time dancing dancing dancing away Here's to me to you to us to everything I hope it never falls apart We're dancing dancing dancing away  Could things get any better now? If they can I cannot see how But as the time goes by you stop and sigh You stop and sigh and then you wonder why  I can't stop this feeling as I'm walking away And I could never understand half the things you'd say As we're walking walking walking away Here's to me to you to us to everything That ever fell apart as we're walking walking walking away  Things weren't better then You felt that you had to pretend But as the time goes by you stop and sigh You stop and sigh and then you wonder why"
"Catch 22","This One Goes Out To...","1998","Ska","Staring out the window of somebody's pick up truck Well I never mind the boredom cause I use it for a crutch Just to get me to that plane its a different state of sane And everytime I try to change I always end up quite the same Thinking back to happier days When everyone was ignorant and all the kids behaved But me and my friends and the ice cream man That was our existance that was our clan This one goes out to the friends I never had: Hey I don't understand But I'd like to anyway I don't understand But I like it anyway I don't understand But I like you anyway I don't understand Hey I don't understand I don't understand I don't understand Shelter in the city we decided to go in And I gave a man some money to buy his heroin But the homeless man returned and he gave me back a dime He said ""put it in your sock my friend and save it for another time"" But: lessons are learned and later unlearned If he knew then what he knows now well he could rule the world But I'm not one to judge what happened yesterday Cause I got me I got myself my future is at stake This one goes out to the friends I never had: Hey I don't understand But I'd like to anyway I don't understand But I like it anyway I don't understand But I like you anyway I don't understand I don't understand I don't understand Hey I don't understand Shelter in the city we decided to go in And I gave a man some money to buy his heroin But the homeless man returned and he gave me back a dime He said ""put it in your sock my friend and save it for another time"" But: lessons are learned and later unlearned If he knew then what he knows now well he could rule the world But I'm not one to judge what happened yesterday Cause I got me I got myself my future is at stake This one goes out to the friends I never had: Hey I don't understand But I'd like to anyway I don't understand But I like it anyway I don't understand But I like you anyway I don't understand I don't understand I don't understand Hey I don't understand I don't understand I don't understand I don't understand I don't understand"
